Session_ID,Intent,Referrer,Device,Time_of_Day,Category,Search_Used,Search_Query,Scroll_Depth,Product_Views,Filter_Used,Sort_Type,Session_Duration_sec,Add_to_Cart,Purchase
289,Research,Email,Desktop,Evening,Running,True,nike shoes,74,13,True,Price Low-High,439,True,False
290,Price-sensitive,Direct,Desktop,Morning,Sale,False,,40,8,True,Price Low-High,595,True,True
291,Research,Direct,Desktop,Afternoon,Beauty,True,skincare,57,9,True,Price Low-High,579,False,False
292,Price-sensitive,Google,Desktop,Afternoon,Sale,True,discount,68,8,True,Price Low-High,227,False,False
293,Price-sensitive,Google,Tablet,Morning,Sale,False,,63,5,True,Price Low-High,222,False,False
294,Price-sensitive,Email,Desktop,Morning,Sale,True,discount,40,9,True,Price Low-High,292,True,True
295,Research,Email,Desktop,Morning,Fashion,True,summer dress,77,13,True,Highest Rated,634,False,False
296,Explorer,Instagram,Tablet,Morning,Sale,False,,90,15,False,Trending,420,True,False
297,Goal-driven,Google,Mobile,Afternoon,Running,True,running shoes,33,6,False,Relevance,164,True,True
298,Goal-driven,Google,Mobile,Morning,Running,True,running shoes,25,6,False,Relevance,249,False,False
299,Price-sensitive,Email,Tablet,Afternoon,Sale,False,,49,10,True,Price Low-High,563,False,False
300,Goal-driven,Google,Desktop,Evening,Electronics,True,wireless headphones,35,4,False,Newest,118,True,True
301,Price-sensitive,Direct,Mobile,Morning,Sale,False,,70,10,True,Price Low-High,278,True,False
302,Explorer,Facebook,Desktop,Morning,Beauty,False,,81,16,False,Trending,463,False,False
303,Research,Direct,Desktop,Evening,Sale,False,,63,8,True,Highest Rated,814,False,False
304,Goal-driven,Google,Mobile,Morning,Beauty,True,skincare,26,6,True,Newest,127,True,True
305,Research,Google,Desktop,Afternoon,Fashion,False,,69,11,True,Price Low-High,796,False,False
306,Goal-driven,Google,Desktop,Evening,Beauty,True,skincare,49,3,False,Relevance,115,True,False
307,Goal-driven,Google,Desktop,Afternoon,Running,True,nike shoes,35,3,True,Newest,206,True,True
308,Goal-driven,Direct,Desktop,Afternoon,Beauty,True,skincare,29,4,False,Relevance,144,True,False
309,Price-sensitive,Google,Tablet,Afternoon,Sale,True,discount,67,9,True,Price Low-High,366,True,False
310,Explorer,Instagram,Desktop,Morning,Fashion,False,,94,13,False,Trending,310,False,False
311,Explorer,Instagram,Tablet,Afternoon,Running,False,,85,11,False,Trending,345,False,False
312,Goal-driven,Direct,Mobile,Morning,Electronics,True,wireless headphones,31,3,False,Newest,139,False,False
313,Goal-driven,Google,Desktop,Morning,Beauty,True,perfume,33,2,True,Relevance,120,True,False
314,Research,Google,Desktop,Morning,Beauty,False,,50,11,True,Highest Rated,845,False,False
315,Goal-driven,Google,Desktop,Evening,Beauty,True,skincare,29,6,True,Newest,82,True,True
316,Goal-driven,Google,Mobile,Afternoon,Electronics,True,gaming mouse,44,5,False,Relevance,107,True,False
317,Goal-driven,Google,Mobile,Morning,Running,True,nike shoes,42,6,True,Relevance,92,False,False
318,Goal-driven,Google,Desktop,Afternoon,Electronics,True,gaming mouse,36,3,False,Newest,110,True,False
319,Goal-driven,Google,Mobile,Afternoon,Running,True,running shoes,27,5,False,Newest,280,True,True
320,Goal-driven,Google,Mobile,Morning,Beauty,True,lipstick,50,3,True,Relevance,69,True,False
321,Goal-driven,Google,Mobile,Morning,Electronics,True,monitor,41,6,False,Relevance,230,True,False
322,Price-sensitive,Google,Tablet,Evening,Sale,True,discount,58,9,True,Price Low-High,410,False,False
323,Research,Email,Desktop,Evening,Beauty,True,lipstick,79,15,True,Highest Rated,978,True,False
324,Price-sensitive,Direct,Desktop,Morning,Sale,False,,70,9,True,Price Low-High,273,False,False
325,Goal-driven,Google,Mobile,Morning,Running,True,adidas trainers,27,3,True,Relevance,70,True,True
326,Research,Email,Desktop,Evening,Sale,False,,58,8,True,Price Low-High,827,False,False
327,Price-sensitive,Email,Desktop,Afternoon,Sale,True,discount,65,7,True,Price Low-High,432,True,False
328,Price-sensitive,Direct,Tablet,Evening,Sale,False,,52,6,True,Price Low-High,215,True,True
329,Research,Google,Desktop,Evening,Sale,True,discount,56,10,True,Price Low-High,968,False,False
330,Research,Direct,Desktop,Evening,Electronics,False,,63,15,True,Highest Rated,766,False,False
331,Explorer,Instagram,Tablet,Morning,Sale,False,,99,17,False,Trending,577,False,False
332,Goal-driven,Google,Mobile,Morning,Electronics,True,gaming mouse,37,5,False,Newest,103,False,False
333,Price-sensitive,Email,Tablet,Afternoon,Sale,False,,43,6,True,Price Low-High,506,False,False
334,Goal-driven,Google,Mobile,Morning,Beauty,True,skincare,43,6,True,Relevance,121,True,True
335,Explorer,Facebook,Mobile,Evening,Sale,False,,97,13,False,Trending,789,False,False
336,Explorer,Instagram,Desktop,Evening,Beauty,False,,92,13,False,Trending,667,True,False
337,Price-sensitive,Email,Tablet,Morning,Sale,False,,60,6,True,Price Low-High,564,False,False
338,Goal-driven,Google,Desktop,Morning,Running,True,adidas trainers,42,5,True,Relevance,168,False,False
339,Goal-driven,Google,Desktop,Afternoon,Electronics,True,wireless headphones,25,3,True,Newest,104,True,True
340,Price-sensitive,Direct,Tablet,Afternoon,Sale,False,,69,5,True,Price Low-High,264,True,False
341,Price-sensitive,Email,Tablet,Morning,Sale,False,,63,6,True,Price Low-High,249,True,False
342,Goal-driven,Direct,Desktop,Evening,Electronics,True,gaming mouse,39,2,False,Newest,281,False,False
343,Explorer,Instagram,Desktop,Evening,Sale,False,,86,16,False,Trending,384,False,False
344,Goal-driven,Google,Mobile,Evening,Beauty,True,perfume,26,4,False,Relevance,163,True,True
345,Explorer,Instagram,Tablet,Evening,Fashion,False,,90,11,False,Trending,850,False,False
346,Research,Email,Desktop,Afternoon,Home,True,coffee table,62,13,True,Price Low-High,751,False,False
347,Explorer,Instagram,Desktop,Evening,Fashion,False,,90,20,False,Trending,834,False,False
348,Explorer,Instagram,Desktop,Afternoon,Sale,False,,99,12,False,Trending,435,False,False
349,Price-sensitive,Direct,Desktop,Morning,Sale,False,,64,10,True,Price Low-High,445,False,False
350,Price-sensitive,Email,Desktop,Afternoon,Sale,True,discount,66,6,True,Price Low-High,301,True,False
351,Goal-driven,Google,Desktop,Evening,Beauty,True,lipstick,26,4,False,Newest,287,True,False
352,Research,Google,Desktop,Afternoon,Home,True,chair,70,14,True,Highest Rated,893,False,False
353,Explorer,Facebook,Mobile,Morning,Running,False,,90,12,False,Trending,518,False,False
354,Goal-driven,Google,Desktop,Morning,Running,True,running shoes,49,5,True,Newest,151,False,False
355,Research,Direct,Desktop,Evening,Electronics,True,monitor,69,15,True,Price Low-High,479,False,False
356,Research,Email,Desktop,Morning,Beauty,False,,79,12,True,Price Low-High,936,False,False
357,Research,Email,Desktop,Afternoon,Home,False,,72,11,True,Price Low-High,473,True,False
358,Explorer,Facebook,Tablet,Morning,Home,False,,99,13,False,Trending,414,False,False
359,Research,Google,Desktop,Afternoon,Fashion,True,black jacket,69,14,True,Price Low-High,775,False,False
360,Explorer,Instagram,Mobile,Afternoon,Fashion,False,,98,12,False,Trending,593,True,False
361,Price-sensitive,Email,Desktop,Morning,Sale,True,discount,65,7,True,Price Low-High,488,True,False
362,Goal-driven,Google,Desktop,Morning,Running,True,running shoes,38,2,False,Relevance,219,True,True
363,Explorer,Instagram,Mobile,Evening,Electronics,False,,90,13,False,Trending,356,False,False
364,Goal-driven,Direct,Mobile,Evening,Running,True,adidas trainers,34,5,False,Relevance,67,True,True
365,Explorer,Direct,Mobile,Morning,Sale,False,,93,14,False,Trending,853,False,False
366,Explorer,Direct,Desktop,Morning,Beauty,False,,88,10,False,Trending,373,False,False
367,Price-sensitive,Google,Mobile,Afternoon,Sale,True,discount,54,10,True,Price Low-High,423,False,False
368,Research,Email,Desktop,Afternoon,Electronics,False,,64,8,True,Highest Rated,573,False,False
369,Price-sensitive,Email,Desktop,Evening,Sale,False,,56,6,True,Price Low-High,507,True,True
370,Explorer,Direct,Tablet,Evening,Sale,False,,95,12,False,Trending,640,False,False
371,Goal-driven,Google,Desktop,Evening,Running,True,adidas trainers,39,3,False,Relevance,140,True,True
372,Goal-driven,Google,Desktop,Evening,Electronics,True,monitor,43,2,False,Newest,123,True,True
373,Goal-driven,Google,Mobile,Afternoon,Beauty,True,skincare,45,5,True,Newest,187,False,False
374,Research,Email,Desktop,Evening,Running,True,running shoes,79,8,True,Price Low-High,469,False,False
375,Price-sensitive,Direct,Desktop,Morning,Sale,True,discount,64,5,True,Price Low-High,569,True,False
376,Research,Google,Desktop,Afternoon,Sale,True,discount,57,8,True,Price Low-High,978,False,False
377,Goal-driven,Google,Desktop,Afternoon,Electronics,True,monitor,21,2,True,Relevance,149,False,False
378,Explorer,Direct,Desktop,Morning,Home,False,,94,19,False,Trending,712,False,False
379,Price-sensitive,Google,Tablet,Morning,Sale,False,,58,7,True,Price Low-High,427,True,True
380,Price-sensitive,Email,Desktop,Evening,Sale,False,,59,8,True,Price Low-High,304,True,True
381,Research,Direct,Desktop,Morning,Sale,True,clearance,51,9,True,Price Low-High,507,True,True
382,Explorer,Instagram,Tablet,Morning,Electronics,False,,91,10,False,Trending,818,False,False
383,Goal-driven,Google,Mobile,Morning,Beauty,True,skincare,50,2,False,Newest,175,True,False
384,Price-sensitive,Email,Desktop,Afternoon,Sale,False,,41,7,True,Price Low-High,422,False,False
385,Price-sensitive,Email,Tablet,Morning,Sale,False,,61,8,True,Price Low-High,507,False,False
386,Price-sensitive,Google,Desktop,Evening,Sale,True,discount,64,9,True,Price Low-High,283,True,False
387,Goal-driven,Google,Mobile,Afternoon,Electronics,True,monitor,46,4,True,Relevance,72,False,False
388,Goal-driven,Google,Desktop,Afternoon,Electronics,True,wireless headphones,25,5,True,Newest,156,True,True
389,Price-sensitive,Google,Tablet,Afternoon,Sale,False,,47,8,True,Price Low-High,341,False,False
390,Explorer,Instagram,Mobile,Evening,Electronics,False,,83,19,False,Trending,665,False,False
391,Research,Direct,Desktop,Afternoon,Electronics,True,monitor,54,11,True,Price Low-High,820,False,False
392,Explorer,Instagram,Desktop,Afternoon,Home,False,,82,10,False,Trending,662,True,False
393,Goal-driven,Google,Desktop,Morning,Running,True,adidas trainers,25,5,False,Relevance,263,True,True
394,Goal-driven,Google,Mobile,Evening,Running,True,nike shoes,20,2,False,Relevance,181,False,False
395,Goal-driven,Direct,Mobile,Afternoon,Running,True,adidas trainers,22,3,False,Relevance,181,True,True
396,Goal-driven,Google,Mobile,Morning,Running,True,running shoes,35,5,False,Relevance,123,True,False
397,Explorer,Direct,Mobile,Morning,Sale,False,,97,11,False,Trending,422,False,False
398,Price-sensitive,Email,Desktop,Evening,Sale,False,,47,5,True,Price Low-High,228,False,False
399,Research,Direct,Desktop,Afternoon,Sale,False,,76,10,True,Highest Rated,940,False,False
400,Goal-driven,Google,Desktop,Evening,Electronics,True,wireless headphones,48,6,True,Relevance,148,True,True
401,Research,Direct,Desktop,Evening,Sale,True,discount,57,10,True,Highest Rated,458,True,True
402,Price-sensitive,Google,Mobile,Afternoon,Sale,False,,49,9,True,Price Low-High,448,True,False
403,Goal-driven,Google,Desktop,Afternoon,Electronics,True,monitor,34,6,True,Relevance,269,True,True
404,Price-sensitive,Google,Tablet,Morning,Sale,False,,66,6,True,Price Low-High,591,True,True
405,Explorer,Direct,Desktop,Afternoon,Electronics,False,,87,10,False,Trending,855,False,False
406,Explorer,Direct,Tablet,Afternoon,Fashion,False,,92,11,False,Trending,833,True,False
407,Goal-driven,Google,Mobile,Afternoon,Electronics,True,monitor,25,3,False,Newest,214,True,True
408,Price-sensitive,Google,Mobile,Morning,Sale,True,discount,60,10,True,Price Low-High,220,True,False
409,Price-sensitive,Email,Tablet,Morning,Sale,False,,50,10,True,Price Low-High,435,False,False
410,Research,Google,Desktop,Evening,Sale,True,discount,50,11,True,Highest Rated,561,True,False
411,Price-sensitive,Google,Desktop,Afternoon,Sale,True,discount,59,6,True,Price Low-High,588,True,False
412,Explorer,Direct,Mobile,Morning,Beauty,False,,82,15,False,Trending,828,True,False
413,Explorer,Facebook,Desktop,Morning,Home,False,,80,20,False,Trending,495,False,False
414,Research,Google,Desktop,Afternoon,Beauty,True,lipstick,58,15,True,Highest Rated,964,False,False
415,Research,Direct,Desktop,Morning,Home,True,desk lamp,74,9,True,Highest Rated,805,False,False
416,Price-sensitive,Direct,Mobile,Afternoon,Sale,False,,70,7,True,Price Low-High,565,False,False
417,Goal-driven,Google,Desktop,Morning,Beauty,True,perfume,21,5,True,Relevance,168,False,False
418,Explorer,Instagram,Tablet,Afternoon,Fashion,False,,90,15,False,Trending,712,False,False
419,Price-sensitive,Google,Mobile,Afternoon,Sale,False,,58,8,True,Price Low-High,451,False,False
420,Price-sensitive,Google,Desktop,Evening,Sale,True,discount,43,6,True,Price Low-High,271,True,True
421,Goal-driven,Google,Desktop,Afternoon,Beauty,True,skincare,41,4,False,Newest,244,True,True
422,Research,Email,Desktop,Morning,Electronics,True,gaming mouse,64,12,True,Highest Rated,723,True,False
423,Goal-driven,Google,Mobile,Evening,Running,True,adidas trainers,27,3,False,Relevance,62,True,True
424,Price-sensitive,Google,Tablet,Afternoon,Sale,True,discount,57,6,True,Price Low-High,462,True,False
425,Goal-driven,Google,Mobile,Evening,Beauty,True,lipstick,46,3,False,Relevance,141,False,False
426,Goal-driven,Google,Desktop,Evening,Running,True,running shoes,39,5,False,Relevance,108,False,False
427,Research,Direct,Desktop,Afternoon,Electronics,True,gaming mouse,59,14,True,Highest Rated,970,False,False
428,Explorer,Direct,Tablet,Morning,Fashion,False,,87,15,False,Trending,486,False,False
429,Research,Email,Desktop,Evening,Home,True,desk lamp,65,15,True,Highest Rated,520,False,False
430,Research,Email,Desktop,Afternoon,Running,True,adidas trainers,79,9,True,Highest Rated,821,False,False
431,Price-sensitive,Google,Tablet,Morning,Sale,True,discount,68,6,True,Price Low-High,564,True,False
432,Price-sensitive,Email,Mobile,Evening,Sale,False,,69,9,True,Price Low-High,300,True,False
433,Goal-driven,Google,Desktop,Evening,Beauty,True,lipstick,30,5,True,Relevance,67,True,True
434,Price-sensitive,Direct,Tablet,Morning,Sale,False,,67,6,True,Price Low-High,528,True,True
435,Research,Email,Desktop,Evening,Beauty,True,perfume,66,10,True,Highest Rated,470,False,False
436,Price-sensitive,Email,Desktop,Morning,Sale,False,,57,5,True,Price Low-High,212,False,False
437,Research,Google,Desktop,Evening,Electronics,True,monitor,67,11,True,Price Low-High,632,False,False
438,Goal-driven,Google,Desktop,Evening,Running,True,nike shoes,33,3,True,Relevance,240,True,True
439,Goal-driven,Google,Mobile,Evening,Beauty,True,lipstick,48,3,False,Newest,204,False,False
440,Goal-driven,Google,Desktop,Afternoon,Beauty,True,skincare,38,5,True,Relevance,257,False,False
441,Research,Google,Desktop,Morning,Fashion,True,black jacket,77,10,True,Highest Rated,570,True,False
442,Research,Google,Desktop,Morning,Electronics,True,gaming mouse,73,12,True,Price Low-High,839,False,False
443,Price-sensitive,Direct,Mobile,Evening,Sale,False,,55,6,True,Price Low-High,449,True,True
444,Explorer,Facebook,Mobile,Morning,Sale,False,,88,10,False,Trending,705,False,False
445,Research,Google,Desktop,Morning,Fashion,False,,51,8,True,Highest Rated,542,False,False
446,Price-sensitive,Google,Tablet,Evening,Sale,True,discount,54,5,True,Price Low-High,595,False,False
447,Explorer,Direct,Tablet,Morning,Electronics,False,,98,16,False,Trending,685,False,False
448,Goal-driven,Google,Desktop,Evening,Electronics,True,wireless headphones,20,5,False,Relevance,105,False,False
449,Research,Direct,Desktop,Morning,Home,False,,70,15,True,Highest Rated,565,False,False
450,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,24,6,False,Relevance,143,False,False
451,Explorer,Direct,Mobile,Afternoon,Electronics,False,,80,19,False,Trending,825,False,False
452,Explorer,Instagram,Tablet,Evening,Running,False,,96,19,False,Trending,614,True,False
453,Price-sensitive,Direct,Mobile,Morning,Sale,False,,59,10,True,Price Low-High,497,True,False
454,Research,Direct,Desktop,Afternoon,Electronics,True,gaming mouse,50,14,True,Price Low-High,666,False,False
455,Price-sensitive,Google,Mobile,Morning,Sale,True,discount,42,7,True,Price Low-High,413,False,False
456,Goal-driven,Google,Mobile,Evening,Beauty,True,lipstick,44,5,True,Relevance,151,True,False
457,Price-sensitive,Email,Tablet,Evening,Sale,False,,49,7,True,Price Low-High,478,True,False
458,Goal-driven,Google,Mobile,Evening,Beauty,True,lipstick,47,6,False,Relevance,208,True,True
459,Price-sensitive,Google,Mobile,Afternoon,Sale,True,discount,56,8,True,Price Low-High,455,False,False
460,Explorer,Instagram,Tablet,Morning,Home,False,,100,19,False,Trending,810,False,False
461,Goal-driven,Google,Mobile,Afternoon,Beauty,True,skincare,42,3,False,Relevance,80,True,True
462,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,44,2,False,Newest,220,True,True
463,Price-sensitive,Email,Tablet,Evening,Sale,True,discount,48,10,True,Price Low-High,222,True,True
464,Research,Email,Desktop,Evening,Electronics,True,gaming mouse,65,14,True,Price Low-High,709,True,False
465,Goal-driven,Google,Desktop,Evening,Running,True,adidas trainers,25,6,False,Newest,89,True,True
466,Goal-driven,Google,Mobile,Evening,Electronics,True,gaming mouse,25,6,True,Newest,192,False,False
467,Explorer,Instagram,Desktop,Morning,Electronics,False,,97,13,False,Trending,354,False,False
468,Research,Google,Desktop,Afternoon,Running,False,,72,15,True,Highest Rated,770,False,False
469,Price-sensitive,Email,Desktop,Evening,Sale,True,discount,66,8,True,Price Low-High,513,True,False
470,Explorer,Instagram,Mobile,Morning,Running,False,,87,15,False,Trending,388,False,False
471,Research,Direct,Desktop,Morning,Home,False,,62,10,True,Highest Rated,603,False,False
472,Price-sensitive,Google,Desktop,Morning,Sale,False,,43,5,True,Price Low-High,572,False,False
473,Research,Direct,Desktop,Morning,Home,True,desk lamp,69,14,True,Highest Rated,781,False,False
474,Research,Google,Desktop,Morning,Running,True,running shoes,62,9,True,Price Low-High,523,False,False
475,Explorer,Instagram,Desktop,Afternoon,Beauty,False,,94,17,False,Trending,761,False,False
476,Goal-driven,Google,Mobile,Evening,Beauty,True,skincare,47,2,False,Newest,259,False,False
477,Research,Google,Desktop,Afternoon,Electronics,False,,53,13,True,Highest Rated,929,True,False
478,Goal-driven,Google,Desktop,Evening,Beauty,True,skincare,30,2,False,Newest,202,False,False
479,Goal-driven,Google,Desktop,Morning,Running,True,nike shoes,36,5,False,Newest,217,True,True
480,Explorer,Facebook,Mobile,Evening,Sale,False,,81,16,False,Trending,580,True,False
481,Research,Google,Desktop,Morning,Fashion,True,summer dress,77,11,True,Highest Rated,895,False,False
482,Research,Direct,Desktop,Evening,Sale,True,cheap deals,67,14,True,Highest Rated,651,False,False
483,Research,Email,Desktop,Morning,Electronics,False,,50,14,True,Price Low-High,759,True,False
484,Price-sensitive,Google,Tablet,Morning,Sale,False,,45,5,True,Price Low-High,314,True,False
485,Explorer,Direct,Tablet,Afternoon,Fashion,False,,85,15,False,Trending,772,False,False
486,Goal-driven,Google,Desktop,Evening,Beauty,True,perfume,50,2,True,Newest,127,False,False
487,Research,Email,Desktop,Morning,Beauty,True,perfume,52,10,True,Price Low-High,796,True,True
488,Price-sensitive,Email,Desktop,Evening,Sale,False,,44,6,True,Price Low-High,348,True,True
489,Research,Google,Desktop,Evening,Sale,True,clearance,51,9,True,Price Low-High,711,False,False
490,Research,Google,Desktop,Afternoon,Fashion,True,black jacket,78,8,True,Highest Rated,510,False,False
491,Goal-driven,Google,Mobile,Afternoon,Electronics,True,wireless headphones,24,5,False,Relevance,258,True,True
492,Goal-driven,Google,Desktop,Afternoon,Electronics,True,gaming mouse,33,6,True,Newest,175,True,False
493,Price-sensitive,Google,Mobile,Afternoon,Sale,True,discount,68,6,True,Price Low-High,574,True,False
494,Price-sensitive,Direct,Desktop,Morning,Sale,True,discount,59,10,True,Price Low-High,544,False,False
495,Explorer,Instagram,Desktop,Afternoon,Sale,False,,96,14,False,Trending,581,False,False
496,Research,Google,Desktop,Evening,Home,True,chair,74,12,True,Highest Rated,983,False,False
497,Research,Email,Desktop,Afternoon,Home,True,chair,54,10,True,Highest Rated,565,False,False
498,Research,Google,Desktop,Morning,Home,True,chair,54,11,True,Highest Rated,574,False,False
499,Goal-driven,Google,Desktop,Evening,Running,True,adidas trainers,44,4,False,Relevance,139,True,True
500,Research,Email,Desktop,Evening,Electronics,False,,79,13,True,Price Low-High,680,False,False
501,Research,Email,Desktop,Evening,Home,True,chair,65,12,True,Price Low-High,853,True,False
502,Explorer,Instagram,Mobile,Afternoon,Electronics,False,,98,11,False,Trending,375,False,False
503,Price-sensitive,Email,Tablet,Morning,Sale,True,discount,58,10,True,Price Low-High,584,True,True
504,Goal-driven,Google,Desktop,Evening,Beauty,True,skincare,48,5,True,Newest,146,True,False
505,Research,Email,Desktop,Evening,Sale,True,clearance,51,11,True,Price Low-High,512,False,False
506,Research,Google,Desktop,Afternoon,Home,False,,75,15,True,Price Low-High,849,False,False
507,Explorer,Direct,Mobile,Afternoon,Beauty,False,,94,12,False,Trending,505,False,False
508,Research,Email,Desktop,Evening,Electronics,False,,71,13,True,Highest Rated,464,False,False
509,Price-sensitive,Email,Mobile,Afternoon,Sale,True,discount,42,5,True,Price Low-High,515,True,True
510,Explorer,Instagram,Tablet,Afternoon,Electronics,False,,92,19,False,Trending,399,False,False
511,Goal-driven,Google,Mobile,Evening,Beauty,True,skincare,50,5,False,Relevance,225,True,True
512,Explorer,Facebook,Mobile,Afternoon,Sale,False,,93,18,False,Trending,768,False,False
513,Goal-driven,Direct,Mobile,Morning,Electronics,True,gaming mouse,43,6,True,Relevance,182,False,False
514,Price-sensitive,Direct,Mobile,Evening,Sale,True,discount,59,9,True,Price Low-High,415,False,False
515,Explorer,Direct,Mobile,Evening,Running,False,,87,13,False,Trending,772,False,False
516,Goal-driven,Google,Mobile,Morning,Running,True,running shoes,32,3,False,Relevance,208,True,True
517,Research,Direct,Desktop,Evening,Running,False,,64,12,True,Highest Rated,844,True,False
518,Research,Google,Desktop,Afternoon,Sale,False,,79,13,True,Highest Rated,736,False,False
519,Goal-driven,Google,Desktop,Morning,Electronics,True,monitor,41,5,False,Newest,73,True,True
520,Goal-driven,Google,Desktop,Evening,Electronics,True,gaming mouse,49,6,True,Relevance,277,False,False
521,Explorer,Direct,Tablet,Afternoon,Home,False,,90,17,False,Trending,608,False,False
522,Explorer,Instagram,Tablet,Morning,Beauty,False,,90,10,False,Trending,368,False,False
523,Explorer,Facebook,Mobile,Morning,Home,False,,82,10,False,Trending,766,False,False
524,Research,Email,Desktop,Afternoon,Beauty,True,skincare,54,11,True,Price Low-High,888,False,False
525,Explorer,Instagram,Tablet,Evening,Fashion,False,,89,11,False,Trending,797,True,False
526,Research,Google,Desktop,Evening,Sale,True,cheap deals,75,11,True,Price Low-High,741,False,False
527,Price-sensitive,Email,Tablet,Evening,Sale,False,,59,8,True,Price Low-High,308,True,True
528,Research,Direct,Desktop,Evening,Sale,True,clearance,77,11,True,Highest Rated,438,True,False
529,Research,Direct,Desktop,Morning,Electronics,True,wireless headphones,51,12,True,Price Low-High,786,False,False
530,Goal-driven,Google,Mobile,Afternoon,Electronics,True,monitor,25,5,False,Newest,123,True,False
531,Price-sensitive,Email,Tablet,Afternoon,Sale,False,,43,5,True,Price Low-High,477,True,False
532,Research,Google,Desktop,Afternoon,Running,True,running shoes,59,9,True,Price Low-High,407,True,False
533,Research,Email,Desktop,Afternoon,Electronics,True,gaming mouse,73,12,True,Highest Rated,952,False,False
534,Research,Google,Desktop,Evening,Fashion,True,black jacket,74,12,True,Price Low-High,984,False,False
535,Explorer,Instagram,Tablet,Afternoon,Sale,False,,98,20,False,Trending,882,False,False
536,Goal-driven,Google,Desktop,Afternoon,Running,True,running shoes,26,3,True,Relevance,91,True,True
537,Price-sensitive,Direct,Tablet,Evening,Sale,False,,66,10,True,Price Low-High,557,True,False
538,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,44,5,False,Relevance,165,True,True
539,Price-sensitive,Email,Mobile,Afternoon,Sale,False,,42,10,True,Price Low-High,413,False,False
540,Research,Direct,Desktop,Morning,Home,True,desk lamp,52,8,True,Highest Rated,763,True,False
541,Goal-driven,Google,Mobile,Evening,Running,True,adidas trainers,31,3,True,Relevance,116,True,True
542,Research,Email,Desktop,Afternoon,Beauty,True,skincare,73,15,True,Price Low-High,712,True,True
543,Price-sensitive,Email,Mobile,Evening,Sale,False,,50,9,True,Price Low-High,208,True,True
544,Goal-driven,Google,Mobile,Morning,Electronics,True,gaming mouse,20,2,False,Newest,171,True,False
545,Explorer,Direct,Mobile,Evening,Electronics,False,,96,14,False,Trending,778,False,False
546,Goal-driven,Google,Mobile,Evening,Running,True,nike shoes,23,6,False,Relevance,280,True,True
547,Research,Google,Desktop,Afternoon,Beauty,False,,66,11,True,Price Low-High,539,True,False
548,Goal-driven,Google,Desktop,Evening,Running,True,adidas trainers,40,5,False,Relevance,66,True,True
549,Explorer,Instagram,Mobile,Morning,Running,False,,98,17,False,Trending,340,False,False
550,Explorer,Instagram,Desktop,Morning,Fashion,False,,100,11,False,Trending,304,True,False
551,Explorer,Instagram,Tablet,Afternoon,Fashion,False,,100,12,False,Trending,780,False,False
552,Explorer,Instagram,Mobile,Afternoon,Sale,False,,88,19,False,Trending,555,True,False
553,Price-sensitive,Email,Desktop,Afternoon,Sale,True,discount,62,10,True,Price Low-High,486,False,False
554,Explorer,Instagram,Mobile,Evening,Sale,False,,97,12,False,Trending,319,True,False
555,Explorer,Facebook,Desktop,Afternoon,Home,False,,91,18,False,Trending,900,False,False
556,Price-sensitive,Google,Mobile,Afternoon,Sale,False,,46,5,True,Price Low-High,208,True,True
557,Research,Direct,Desktop,Evening,Fashion,True,white trainers,78,15,True,Price Low-High,567,False,False
558,Goal-driven,Google,Mobile,Afternoon,Electronics,True,gaming mouse,37,2,True,Relevance,159,True,True
559,Price-sensitive,Direct,Mobile,Evening,Sale,False,,65,10,True,Price Low-High,251,False,False
560,Goal-driven,Google,Desktop,Morning,Running,True,nike shoes,27,5,True,Relevance,155,True,True
561,Goal-driven,Google,Mobile,Morning,Beauty,True,perfume,47,5,True,Relevance,265,True,False
562,Goal-driven,Direct,Desktop,Afternoon,Electronics,True,gaming mouse,49,4,False,Relevance,130,False,False
563,Research,Google,Desktop,Afternoon,Sale,False,,72,11,True,Highest Rated,966,True,False
564,Goal-driven,Google,Mobile,Afternoon,Running,True,nike shoes,35,6,True,Newest,172,True,True
565,Research,Google,Desktop,Morning,Beauty,True,lipstick,51,8,True,Price Low-High,661,True,False
566,Research,Direct,Desktop,Morning,Fashion,True,white trainers,59,13,True,Price Low-High,513,False,False
567,Research,Google,Desktop,Evening,Fashion,True,black jacket,63,11,True,Price Low-High,410,False,False
568,Goal-driven,Google,Mobile,Evening,Electronics,True,monitor,25,2,False,Relevance,176,True,True
569,Goal-driven,Google,Mobile,Evening,Running,True,adidas trainers,45,3,False,Relevance,65,False,False
570,Explorer,Instagram,Desktop,Afternoon,Fashion,False,,90,12,False,Trending,416,False,False
571,Research,Google,Desktop,Afternoon,Beauty,True,skincare,62,8,True,Price Low-High,999,True,True
572,Price-sensitive,Google,Desktop,Morning,Sale,True,discount,65,9,True,Price Low-High,238,False,False
573,Goal-driven,Google,Desktop,Afternoon,Electronics,True,monitor,26,3,True,Relevance,258,True,True
574,Explorer,Instagram,Tablet,Morning,Beauty,False,,88,11,False,Trending,454,False,False
575,Explorer,Instagram,Desktop,Evening,Sale,False,,100,12,False,Trending,782,False,False
576,Explorer,Instagram,Desktop,Evening,Home,False,,84,11,False,Trending,847,False,False
577,Goal-driven,Google,Mobile,Afternoon,Running,True,adidas trainers,43,5,False,Relevance,111,False,False
