Session_ID,Referrer,Device,Category,Scroll_Depth,Product_Views
729,Email,Desktop,Home,84,4
730,Instagram,Tablet,Sale,16,5
731,Instagram,Mobile,Fashion,25,5
732,Email,Mobile,Running,69,15
733,Facebook,Mobile,Fashion,68,10
734,Facebook,Desktop,Beauty,81,15
735,Email,Tablet,Home,63,5
736,Direct,Tablet,Fashion,85,15
737,Facebook,Mobile,Sale,74,9
738,Instagram,Tablet,Electronics,24,4
739,Instagram,Mobile,Home,99,15
740,Email,Mobile,Home,97,8
741,Direct,Mobile,Running,61,14
742,Direct,Desktop,Fashion,44,8
743,Google,Mobile,Electronics,67,4
744,Facebook,Tablet,Electronics,10,6
745,Facebook,Tablet,Running,51,8
746,Instagram,Mobile,Home,88,5
747,Direct,Desktop,Running,70,6
748,Direct,Mobile,Sale,64,6
749,Facebook,Mobile,Sale,19,8
750,Direct,Mobile,Home,44,7
751,Direct,Desktop,Home,43,9
752,Email,Desktop,Fashion,97,1
753,Instagram,Mobile,Sale,41,15
754,Google,Mobile,Beauty,42,11
755,Google,Tablet,Running,36,2
756,Direct,Mobile,Running,14,15
757,Email,Mobile,Beauty,95,9
758,Instagram,Tablet,Home,58,2
759,Instagram,Desktop,Fashion,20,6
760,Google,Tablet,Beauty,42,1
761,Instagram,Mobile,Fashion,25,13
762,Email,Mobile,Electronics,70,8
763,Facebook,Tablet,Running,48,9
764,Email,Tablet,Beauty,67,13
765,Facebook,Desktop,Fashion,85,13
766,Facebook,Mobile,Fashion,56,11
767,Instagram,Desktop,Running,43,2
768,Instagram,Mobile,Running,22,1
769,Email,Mobile,Home,88,1
770,Google,Mobile,Running,49,14
771,Instagram,Desktop,Electronics,85,15
772,Instagram,Mobile,Sale,59,4
773,Instagram,Desktop,Home,25,15
774,Google,Tablet,Sale,60,7
775,Email,Tablet,Electronics,63,12
776,Direct,Tablet,Electronics,82,11
777,Email,Desktop,Sale,48,2
778,Facebook,Mobile,Electronics,68,4
779,Direct,Tablet,Electronics,48,2
780,Google,Tablet,Electronics,38,4
781,Google,Tablet,Beauty,40,14
782,Google,Mobile,Beauty,32,1
783,Email,Tablet,Fashion,60,4
784,Instagram,Desktop,Beauty,30,4
785,Direct,Desktop,Electronics,72,1
786,Facebook,Mobile,Sale,11,1
787,Instagram,Desktop,Electronics,96,9
788,Google,Desktop,Fashion,30,15
789,Instagram,Tablet,Beauty,79,11
790,Instagram,Tablet,Running,97,5
791,Direct,Mobile,Fashion,74,11
792,Instagram,Mobile,Running,10,11
793,Email,Mobile,Sale,34,3
794,Google,Desktop,Beauty,48,6
795,Email,Tablet,Home,65,11
796,Direct,Mobile,Home,58,13
797,Email,Desktop,Home,39,7
798,Direct,Mobile,Running,57,3
799,Facebook,Tablet,Home,98,4
800,Facebook,Desktop,Running,70,5
801,Instagram,Desktop,Sale,13,10
802,Instagram,Desktop,Beauty,69,10
803,Facebook,Desktop,Sale,44,11
804,Instagram,Tablet,Running,30,8
805,Instagram,Mobile,Electronics,21,13
806,Instagram,Tablet,Running,99,11
807,Facebook,Tablet,Home,93,8
808,Facebook,Mobile,Electronics,51,7
809,Email,Desktop,Electronics,96,4
810,Email,Mobile,Beauty,82,9
811,Instagram,Desktop,Fashion,95,1
812,Email,Desktop,Electronics,85,14
813,Google,Desktop,Beauty,80,3
814,Email,Mobile,Sale,91,1
815,Facebook,Desktop,Electronics,72,4
816,Direct,Tablet,Sale,65,1
817,Direct,Desktop,Running,17,3
818,Google,Mobile,Electronics,86,12
819,Instagram,Tablet,Sale,28,15
820,Instagram,Desktop,Fashion,52,14
821,Google,Tablet,Beauty,41,9
822,Email,Desktop,Beauty,70,6
823,Instagram,Mobile,Running,51,5
824,Instagram,Tablet,Beauty,68,10
825,Google,Mobile,Sale,48,13
826,Facebook,Tablet,Electronics,61,3
827,Instagram,Tablet,Sale,24,10
828,Instagram,Desktop,Fashion,87,6
829,Instagram,Mobile,Beauty,67,8
830,Email,Mobile,Running,35,13
831,Direct,Tablet,Fashion,66,2
832,Google,Mobile,Electronics,28,14
833,Google,Mobile,Home,64,8
834,Direct,Tablet,Home,43,2
835,Facebook,Mobile,Running,54,1
836,Direct,Desktop,Fashion,10,3
837,Email,Tablet,Fashion,43,14
838,Instagram,Tablet,Beauty,90,11
839,Google,Mobile,Beauty,18,10
840,Instagram,Desktop,Fashion,35,3
841,Email,Tablet,Sale,64,5
842,Direct,Tablet,Fashion,97,7
843,Instagram,Desktop,Fashion,99,9
844,Google,Mobile,Beauty,25,1
845,Instagram,Desktop,Running,17,12
846,Email,Desktop,Sale,12,5
847,Instagram,Tablet,Running,37,9
848,Instagram,Tablet,Sale,24,8
849,Email,Mobile,Electronics,25,10
850,Facebook,Desktop,Fashion,14,13
851,Direct,Desktop,Fashion,60,15
852,Instagram,Desktop,Fashion,24,14
853,Instagram,Desktop,Sale,40,4
854,Google,Mobile,Home,25,15
855,Direct,Tablet,Running,51,3
856,Facebook,Desktop,Home,77,9
857,Email,Desktop,Beauty,17,12
858,Direct,Desktop,Home,41,10
859,Email,Tablet,Running,35,12
860,Facebook,Mobile,Fashion,36,2
861,Instagram,Mobile,Beauty,71,1
862,Direct,Mobile,Fashion,11,7
863,Google,Mobile,Home,49,2
864,Instagram,Desktop,Sale,57,1
865,Instagram,Desktop,Fashion,18,5
866,Direct,Tablet,Beauty,48,12
867,Facebook,Mobile,Electronics,52,10
868,Instagram,Desktop,Home,65,11
869,Email,Mobile,Home,16,13
870,Instagram,Mobile,Beauty,73,14
871,Instagram,Desktop,Home,83,6
872,Email,Mobile,Electronics,53,14
873,Direct,Desktop,Electronics,83,12
874,Facebook,Desktop,Running,52,14
875,Instagram,Mobile,Electronics,37,1
876,Email,Tablet,Beauty,58,13
877,Instagram,Desktop,Fashion,99,15
878,Email,Mobile,Running,11,13
879,Google,Desktop,Fashion,51,12
880,Facebook,Tablet,Home,68,11
881,Google,Desktop,Fashion,45,9
882,Facebook,Mobile,Electronics,33,14
883,Email,Mobile,Running,73,9
884,Email,Mobile,Sale,89,14
885,Email,Desktop,Home,75,3
886,Instagram,Tablet,Running,69,13
887,Instagram,Mobile,Running,75,6
888,Direct,Desktop,Running,71,3
889,Direct,Tablet,Running,38,14
890,Direct,Tablet,Fashion,95,3
891,Instagram,Tablet,Sale,13,11
892,Email,Mobile,Fashion,33,7
893,Direct,Desktop,Beauty,87,15
894,Google,Tablet,Beauty,50,8
895,Direct,Desktop,Fashion,85,13
896,Email,Tablet,Electronics,48,7
897,Facebook,Desktop,Fashion,63,12
898,Email,Mobile,Home,19,1
899,Email,Tablet,Beauty,68,13
900,Facebook,Tablet,Beauty,45,9
901,Google,Mobile,Electronics,36,11
902,Email,Tablet,Sale,44,13
903,Google,Tablet,Sale,37,4
904,Facebook,Mobile,Beauty,89,14
905,Direct,Mobile,Beauty,72,15
906,Facebook,Mobile,Home,27,11
907,Facebook,Desktop,Electronics,41,13
908,Google,Desktop,Electronics,35,2
909,Facebook,Desktop,Running,38,12
910,Google,Desktop,Home,29,7
911,Google,Desktop,Running,52,10
912,Direct,Tablet,Home,84,6
913,Email,Tablet,Electronics,51,6
914,Facebook,Mobile,Beauty,69,9
915,Google,Mobile,Electronics,41,3
916,Facebook,Desktop,Sale,47,1
917,Direct,Tablet,Beauty,65,11
918,Instagram,Desktop,Fashion,23,11
919,Instagram,Tablet,Beauty,98,3
920,Email,Mobile,Home,68,14
921,Email,Desktop,Home,18,5
922,Direct,Tablet,Electronics,83,8
923,Direct,Desktop,Beauty,26,13
924,Direct,Desktop,Home,66,7
925,Direct,Desktop,Fashion,79,2
926,Google,Desktop,Running,80,3
927,Google,Tablet,Running,53,8
928,Facebook,Desktop,Fashion,30,14
929,Direct,Desktop,Beauty,24,4
930,Email,Tablet,Fashion,83,11
931,Direct,Mobile,Beauty,96,9
932,Facebook,Tablet,Electronics,30,5
933,Direct,Desktop,Fashion,33,12
934,Email,Mobile,Beauty,83,5
935,Instagram,Desktop,Home,32,11
936,Email,Tablet,Beauty,59,5
937,Instagram,Mobile,Electronics,66,6
938,Facebook,Desktop,Electronics,58,4
939,Direct,Mobile,Home,87,2
940,Google,Desktop,Fashion,84,2
941,Instagram,Tablet,Electronics,46,8
942,Facebook,Tablet,Sale,60,6
943,Google,Desktop,Running,38,2
944,Direct,Tablet,Sale,40,11
945,Google,Mobile,Running,73,6
946,Google,Mobile,Home,16,2
947,Google,Tablet,Running,26,9
948,Email,Desktop,Electronics,83,12
949,Email,Desktop,Home,79,4
950,Instagram,Mobile,Electronics,35,13
951,Instagram,Mobile,Home,54,10
952,Direct,Tablet,Fashion,18,6
953,Google,Tablet,Beauty,79,13
954,Direct,Tablet,Running,62,14
955,Facebook,Mobile,Fashion,62,1
956,Instagram,Mobile,Home,40,12
957,Google,Desktop,Home,24,15
958,Facebook,Tablet,Fashion,81,12
959,Direct,Mobile,Sale,12,14
960,Email,Mobile,Beauty,66,4
961,Facebook,Mobile,Beauty,94,13
962,Google,Desktop,Fashion,87,12
963,Instagram,Mobile,Fashion,38,7
964,Direct,Mobile,Electronics,87,11
965,Email,Tablet,Electronics,94,7
966,Instagram,Tablet,Beauty,97,14
967,Google,Desktop,Running,38,14
968,Facebook,Mobile,Electronics,21,14
969,Google,Tablet,Home,49,15
970,Direct,Tablet,Sale,68,6
971,Direct,Desktop,Electronics,68,10
972,Direct,Desktop,Beauty,24,8
973,Direct,Mobile,Running,56,2
974,Direct,Tablet,Electronics,95,2
975,Instagram,Mobile,Fashion,89,2
976,Facebook,Tablet,Beauty,93,14
977,Facebook,Mobile,Home,96,3
978,Facebook,Tablet,Home,51,4
979,Instagram,Desktop,Electronics,85,1
980,Facebook,Mobile,Electronics,99,14
981,Instagram,Mobile,Home,76,9
982,Google,Tablet,Electronics,66,14
983,Facebook,Mobile,Fashion,16,8
984,Instagram,Mobile,Beauty,71,2
985,Direct,Mobile,Beauty,36,15
986,Facebook,Mobile,Home,80,12
987,Google,Mobile,Beauty,57,8
988,Direct,Desktop,Fashion,37,15
989,Email,Mobile,Fashion,100,14
990,Email,Tablet,Home,65,9
991,Google,Tablet,Beauty,75,6
992,Google,Tablet,Beauty,90,13
993,Direct,Tablet,Sale,36,3
994,Direct,Desktop,Electronics,76,8
995,Instagram,Tablet,Fashion,16,12
996,Direct,Tablet,Running,11,9
997,Facebook,Mobile,Electronics,74,5
998,Instagram,Mobile,Sale,24,2
999,Facebook,Mobile,Sale,56,12
1000,Direct,Tablet,Fashion,65,12
